"","LENGTH","AGE","INDWT"
"5570","27","1",".147"
"5571","35","1",".3"
"5572","26",NA,".107"
"5573","34","1",".245"
"5574","27","1",".121"
"5575","23",NA,".078"
"5576","24","0",".102"
"5577","36","1",".319"
"5578","37","1",".375"
"5579","37","1",".344"
"5580","30","1",".229"
"5581","28",NA,".149"
"5582","28",NA,".132"
"5583","22",NA,".072"
"5584","45",NA,".66"
"5585","28",NA,".12"
"5586","58","5","1.36"
"5587","70","7","2.905"
"5588","50",NA,".955"
"5589","68","5","2.815"
"5590","76","7","3.31"
"5591","63","6","1.695"
"5592","44","4",".705"
"5593","51",NA,".865"
"5594","61","5","1.745"
"5595","57","5","1.38"
"5596","55","4","1.2"
"5597","48",NA,".785"
"5598","50","5",".895"
"5599","33","3",".225"
"5600","32","3",".205"
"5601","51","5","1.015"
"5602","28",NA,".178"
"5603","40","3",".485"
"5604","42","5",".545"
"5605","65","6","2.185"
"5606","42","4",".48"
"5607","49","5",".77"
"5608","72","7","2.805"
"5609","54","4","1.2"
"5610","105",NA,"10.515"
"5611","50","4",".885"
"5612","52","4","1.06"
"5613","66","6","2.37"
"5614","42","4",".58"
"5615","29","2",".17"
"5616","43","4",".62"
"5617","44","4",".555"
"5618","31",NA,".2"
"5619","47","4",".765"
"5620","40","3",".43"
"5621","51","5","1.03"
"5622","65","6","2.195"
"5623","45","4",".57"
"5624","30","3",".195"
"5625","60","5","1.885"
"5626","28",NA,".14"
"5627","39",NA,".395"
"5628","44","4",".525"
"5629","80","7","4.105"
"5630","52","5","1.045"
"5631","53","4","1.31"
"5632","30","3",".185"
"5633","40","4",".365"
"5634","42","4",".53"
"5635","34","3",".255"
"5636","37","3",".335"
"5637","33",NA,".25"
"5638","44","4",".585"
"5639","69","6","3.1"
"5640","42",NA,".51"
"5641","42","3",".575"
"5642","49","4",".715"
"5643","63","6","1.875"
"5644","68","6","2.465"
"5645","49","5",".86"
"5646","40","4",".405"
"5647","46","4",".72"
"5648","45","4",".61"
"5649","64","6","1.605"
"5650","32",NA,".225"
"5651","43","4",".575"
"5652","84",NA,"5.205"
"5653","52","5","1.045"
"5654","26","2",".11"
"5655","48","4",".825"
"5656","48","4",".84"
"5657","67","6","2.465"
"5658","57","5","1.515"
"5659","42","4",".475"
"5660","73",NA,"3.28"
"5661","49","5",".915"
"5662","44","4",".6"
"5663","51",NA,".87"
"5664","65","4","2.606"
"5665","72","7","2.976"
"5666","61","6","1.805"
"5667","57",NA,"1.275"
"5668","18","0",".038"
"5669","82","7","4.56"
"5670","63","6","1.985"
"5671","31",NA,".18"
"5672","59","5","1.425"
"5673","37",NA,".29"
"5674","55","5","1.215"
"5675","40","1",".445"
"5676","50","5",".82"
"5677","60","4","2.176"
"5678","65","6","2.484"
"5679","53","5","1.075"
"5680","67","5","2.56"
"5681","68","5","2.66"
"5682","65","5","2.16"
"5683","59","5","1.51"
"5684","53","5",".855"
"5685","44",NA,".56"
"5686","69",NA,"2.55"
"5687","28","2",".135"
"5688","63","5","2"
"5689","41","3",".52"
"5690","43","4",".57"
"5691","77",NA,"3.93"
"5692","51",NA,"1.22"
"5693","52","5","1.095"
"5694","82",NA,"5.14"
"5695","50","5",".88"
"5696","66","6","2.165"
"5697","66","6","2.225"
"5698","41",NA,".495"
"5699","49","4",".815"
"5700","57",NA,"1.445"
"5701","45","3",".665"
"5702","45",NA,".595"
"5703","60","5","1.565"
"5704","53","5","1.16"
"5705","44","4",".705"
"5706","33","2",".295"
"5707","63","5","1.98"
"5708","59","6","1.445"
"5709","49","3",".975"
"5710","52","5","1.065"
"5711","51","5",".935"
"5712","33","3",".22"
"5713","47","4",".77"
"5714","56","5","1.315"
"5715","72","7","2.985"
"5716","62","6","1.685"
"5717","39","3",".395"
"5718","37","4",".365"
"5719","36","3",".301"
"5720","48","4",".795"
"5721","48","4",".805"
"5722","43","3",".585"
"5723","34",NA,".265"
"5724","35","3",".25"
"5725","40","4",".465"
"5726","57",NA,"1.335"
"5727","35","2",".285"
"5728","55","5","1.085"
"5729","56",NA,"1.025"
"5730","45","4",".585"
"5731","51","5",".97"
"5732","55","5","1.27"
"5733","44","3",".72"
"5734","59","5","1.505"
"5735","58","5","1.645"
"5736","30","3",".15"
"5737","46","4",".76"
"5738","50","5",".975"
"5739","60","6","1.65"
"5740","70","7","3.77"
"5741","39",NA,".415"
"5742","55","4","1.5"
"5743","48","4",".86"
"5744","42",NA,".555"
"5745","55","5","1.22"
"5746","43","4",".58"
"5747","28",NA,".15"
"5748","45","4",".605"
"5749","33","2",".26"
"5750","45","4",".565"
"5751","55",NA,"1.625"
"5752","50",NA,"1"
"5753","31","2",".22"
"5754","39",NA,".464"
"5755","66",NA,"2.29"
"5756","41",NA,".595"
"5757","42",NA,".605"
"5758","67",NA,"2.12"
"5759","78",NA,"5.32"
"5760","35",NA,".3"
"5761","40",NA,".534"
"5762","25",NA,".094"
"5763","63",NA,"2.08"
"5764","30",NA,".195"
"5765","28",NA,".151"
"5766","45",NA,".925"
"5767","35",NA,".304"
"5768","37",NA,".38"
"5769","35",NA,".381"
"5770","35",NA,".329"
"5771","78",NA,"4.06"
"5772","70",NA,"2.8"
"5773","35",NA,".416"
"5774","43",NA,".578"
"5775","52",NA,"1.17"
"5776","45",NA,".719"
"5777","71",NA,"2.82"
"5778","41",NA,".486"
"5779","65",NA,"2.36"
"5780","33",NA,".273"
"5781","73",NA,"2.926"
"5782","54",NA,"1.38"
"5783","55",NA,"1.26"
"5784","87",NA,"4.96"
"5785","63",NA,"2.36"
"5786","44",NA,".595"
"5787","38",NA,".394"
"5788","31",NA,".24"
"5789","31",NA,".207"
"5790","68",NA,"2.4"
"5791","43",NA,".67"
"5792","36",NA,".314"
"5793","64",NA,"2.16"
"5794","53",NA,"1.38"
"5795","70",NA,"3.2"
"5796","45",NA,"1.083"
"5797","57",NA,"1.32"
"5798","36",NA,".4"
"5799","40",NA,".546"
"5800","67",NA,"2.5"
"5801","64",NA,"2.46"
"5802","89",NA,"5.88"
"5803","62",NA,"1.92"
"5804","63",NA,"1.72"
"5805","65",NA,"2.57"
"5806","36",NA,".38"
"5807","73",NA,"3.28"
"5808","57",NA,"1.464"
"5809","30",NA,".196"
"5810","55",NA,"1.48"
"5811","80",NA,"4.34"
"5812","65",NA,"2.1"
"5813","68",NA,"2.6"
"5814","60",NA,"1.82"
"5815","69",NA,"2.68"
"5816","43",NA,".62"
"5817","63",NA,"1.82"
"5818","50",NA,".984"
"5819","50",NA,".92"
"5820","74",NA,"3.72"
"5821","67",NA,"2.806"
"5822","68",NA,"2.499"
"5823","50",NA,".9"
"5824","50",NA,".962"
"5825","57",NA,"1.41"
"5826","37",NA,".363"
"5827","26",NA,".116"
"5828","30",NA,".197"
"5829","53",NA,"1.185"
"5830","72",NA,"3.08"
"5831","74",NA,"3.46"
"5832","65",NA,"1.9"
"5833","38",NA,".439"
"5834","73",NA,"3.26"
"5835","29",NA,".223"
"5836","41",NA,".52"
"5837","33",NA,".27"
"5838","29",NA,".186"
"5839","53",NA,"1.176"
"5840","39",NA,".424"
"5841","36",NA,".35"
"5842","35",NA,".315"
"5843","45",NA,".68"
"5844","38",NA,".369"
"5845","52",NA,".994"
"5846","50",NA,".9"
"5847","36",NA,".455"
"5848","53",NA,"1.056"
"5849","57",NA,"1.64"
"5850","53",NA,"1.066"
"5851","31",NA,".224"
"5852","81",NA,"4.56"
"5853","36",NA,".322"
"5854","43",NA,".66"
"5855","40",NA,".505"
"5856","35",NA,".345"
"5857","46",NA,".805"
"5858","44",NA,".724"
"5859","52",NA,".956"
"5860","24",NA,".111"
"5861","68",NA,"2.54"
"5862","76",NA,"3.32"
"5863","44","2",".71"
"5864","52","3","1.115"
"5865","37","1",".365"
"5866","38","1",".405"
"5867","47",NA,".76"
"5868","65","4","2.105"
"5869","33","1",".247"
"5870","44",NA,".558"
"5871","26","0",".109"
"5872","49","3","1.12"
"5873","72","5","3.92"
"5874","35","2",".3"
"5875","56","3","1.565"
"5876","45","2",".785"
"5877","51",NA,"1.1"
"5878","80","4","4.91"
"5879","60",NA,"1.62"
"5880","42","2",".66"
"5881","20",NA,".061"
"5882","50","3","1.08"
"5883","26","1",".108"
"5884","48","2",".86"
"5885","58","3","1.44"
"5886","45",NA,".605"
"5887","25","0",".107"
"5888","43","2",".545"
"5889","52","3","1.47"
"5890","39",NA,".465"
"5891","65","5","2.29"
"5892","59","4","1.585"
"5893","21","1",".059"
"5894","41","2",".55"
"5895","36","1",".495"
"5896","75",NA,"3.738"
"5897","38",NA,".35"
"5898","67",NA,"3.026"
"5899","59","4","1.83"
"5900","61",NA,"1.77"
"5901","42","3",".77"
"5902","23","0",".09"
"5903","40","2",".283"
"5904","51","3",".97"
"5905","38","1",".44"
"5906","71",NA,"2.645"
"5907","51","3",".995"
"5908","36",NA,".36"
"5909","47",NA,".77"
"5910","40","2",".44"
"5911","37","1",".39"
"5912","49","4",".97"
"5913","44","2",".6"
"5914","36","1",".29"
"5915","12","0",".009"
"5916","15","0",".025"
"5917","18",NA,".035"
"5918","38","2",".49"
"5919","76",NA,"3.895"
"5920","48",NA,".794"
"5921","68",NA,"2.574"
"5922","47",NA,".774"
"5923","44",NA,".646"
"5924","50","4","1.136"
"5925","37","2",".324"
"5926","40","2",".412"
"5927","49","3",".82"
"5928","57",NA,"1.658"
"5929","41",NA,".456"
"5930","49","3",".826"
"5931","47","3",".63"
"5932","47","4",".72"
"5933","73","6","3.032"
"5934","51","4",".974"
"5935","42","3",".48"
"5936","55","4","1.174"
"5937","51","4",".894"
"5938","57","4","1.242"
"5939","42","3",".488"
"5940","45","3",".638"
"5941","39","3",".408"
"5942","42","3",".476"
"5943","47","3",".716"
"5944","64","4","2.086"
"5945","43","3",".504"
"5946","42","3",".52"
"5947","38",NA,".386"
"5948","55",NA,"1.288"
"5949","45",NA,".612"
"5950","39","2",".374"
"5951","45","3",".636"
"5952","54","3","1.188"
"5953","50","4",".885"
"5954","42","3",".511"
"5955","36","3",".35"
"5956","40","3",".43"
"5957","57","4","1.539"
"5958","66",NA,"2.584"
"5959","46","3",".65"
"5960","55","3","1.274"
"5961","40",NA,".444"
"5962","45","3",".586"
"5963","44",NA,".616"
"5964","43","3",".612"
"5965","75","6","3.744"
"5966","66","4","2.742"
"5967","35","2",".251"
"5968","66","6","2.092"
"5969","51","3",".996"
"5970","45","3",".627"
"5971","44","3",".542"
"5972","40",NA,".377"
"5973","42","3",".48"
"5974","57","5","1.435"
"5975","40",NA,".46"
"5976","31","2",".198"
"5977","55","4","1.308"
"5978","41","3",".462"
"5979","43","3",".522"
"5980","49","3",".88"
"5981","44","3",".574"
"5982","45","3",".554"
"5983","84","9","5.398"
"5984","73","6","3.108"
"5985","60","5","1.672"
"5986","55","5","1.256"
"5987","49","3",".862"
"5988","66","5","1.94"
"5989","55","4","1.264"
"5990","51","3",".918"
"5991","77","6","3.436"
"5992","60","5","1.652"
"5993","47","4",".728"
"5994","48","4",".782"
"5995","48","3",".738"
"5996","43","3",".528"
"5997","67","5","2.506"
"5998","50",NA,".818"
"5999","54",NA,"1.084"
"6000","44","3",".552"
"6001","44","3",".596"
"6002","57","4","1.33"
"6003","52","4",".914"
"6004","60","5","1.67"
"6005","52",NA,".95"
"6006","39","3",".392"
"6007","42",NA,".488"
"6008","67","5","2.446"
"6009","67","5","2.252"
"6010","62","4","1.786"
"6011","41",NA,".452"
"6012","22","1",".058"
"6013","62","4","1.923"
"6014","53","4","1.091"
"6015","50","3",".863"
"6016","56","4","1.212"
"6017","34",NA,".226"
"6018","32","2",".204"
"6019","30","2",".188"
"6020","30","2",".16"
"6021","35","2",".26"
"6022","24",NA,".084"
"6023","43","2",".62"
"6024","52","4","1.04"
"6025","44","3",".655"
"6026","42","2",".502"
"6027","31","1",".191"
"6028","16","1",".024"
"6029","17","1",".029"
"6030","31","1",".222"
"6031","24","1",".087"
"6032","31","2",".161"
"6033","34",NA,".211"
"6034","32",NA,".202"
"6035","44","2",".517"
"6036","44","2",".578"
"6037","39","2",".381"
"6038","63","4","1.86"
"6039","48","3",".734"
"6040","46","3",".644"
"6041","36","2",".31"
"6042","39","3",".411"
"6043","31","2",".166"
"6044","35","2",".25"
"6045","25","1",".084"
"6046","43",NA,".532"
"6047","31","2",".204"
"6048","37","2",".336"
"6049","29","2",".148"
"6050","40","3",".435"
"6051","30","2",".169"
"6052","51","4","1.014"
"6053","46","3",".808"
"6054","38","2",".346"
"6055","31","2",".194"
"6056","25","1",".102"
"6057","28","1",".131"
"6058","26","1",".106"
"6059","22","1",".068"
"6060","32","1",".254"
"6061","25","1",".101"
"6062","24","1",".094"
"6063","30","1",".174"
"6064","29","1",".176"
"6065","28","1",".163"
"6066","25","1",".098"
"6067","26","1",".112"
"6068","24","1",".086"
"6069","44","3",".588"
"6070","53","3","1.137"
"6071","29","1",".154"
"6072","69","4","2.706"
"6073","45","3",".6"
"6074","43","3",".584"
"6075","32","2",".212"
"6076","31","2",".196"
"6077","28","2",".142"
"6078","31","2",".153"
"6079","29","2",".154"
"6080","32","2",".22"
"6081","64","4","1.914"
"6082","26","1",".122"
"6083","28","1",".142"
"6084","29","1",".156"
"6085","41",NA,".528"
"6086","56","3","1.244"
"6087","55","3","1.444"
"6088","62","3","2.144"
"6089","63","4","1.984"
"6090","48","3",".692"
"6091","45","3",".604"
"6092","30","2",".17"
"6093","52","3","1.03"
"6094","89","12","5.86"
"6095","74","10","3.532"
"6096","44","3",".586"
"6097","43","3",".592"
"6098","43",NA,".536"
"6099","52","3",".948"
"6100","57","3","1.246"
"6101","40",NA,".444"
"6102","35",NA,".314"
"6103","110","11","12.7"
"6104","86","8","5.72"
"6105","73","10","3.356"
"6106","62","4","1.772"
"6107","74","8","3.81"
"6108","47","3",".668"
"6109","35","2",".29"
"6110","49","3",".802"
"6111","89","5","6.42"
"6112","95","8","8.98"
"6113","72","7","2.96"
"6114","66","5","2.17"
"6115","66","4","2.114"
"6116","63",NA,"1.736"
"6117","44","3",".598"
"6118","83","9","5.654"
"6119","82","9","4.776"
"6120","76","7","3.772"
"6121","84","7","5.94"
"6122","79","9","4.64"
"6123","72","7","3.616"
"6124","55","4","1.354"
"6125","54","3","1.118"
"6126","42","2",".498"
"6127","26","1",".125"
"6128","47","3",".712"
"6129","33","3",".25"
"6130","49","5",".97"
"6131","66","6","2.465"
"6132","39","3",".405"
"6133","60",NA,"1.785"
"6134","53","5","1.025"
"6135","52","5",".99"
"6136","47","2",".742"
"6137","40","2",".469"
"6138","31","1",".183"
"6139","41","2",".467"
"6140","29","2",".146"
"6141","64","6","1.925"
"6142","44","4",".58"
"6143","33",NA,".26"
"6144","40","3",".425"
"6145","27",NA,".12"
"6146","33","4",".255"
"6147","34",NA,".23"
"6148","23","2",".072"
"6149","35",NA,".265"
"6150","26","3",".105"
"6151","56","4","1.405"
"6152","53","5","1.05"
"6153","69","10","2.68"
"6154","40","4",".47"
"6155","32",NA,".21"
"6156","27","1",".118"
"6157","50","4",".915"
"6158","41",NA,".5"
"6159","29","3",".14"
"6160","35","3",".22"
"6161","32",NA,".224"
"6162","42","4",".535"
"6163","26","1",".116"
"6164","34","3",".235"
"6165","27","2",".129"
"6166","78","6","4.185"
"6167","63","6","2.195"
"6168","59","5","1.75"
"6169","34",NA,".255"
"6170","36",NA,".322"
"6171","44","3",".69"
"6172","47","3",".71"
"6173","80",NA,"4.605"
"6174","62","6","1.765"
"6175","26","3",".119"
"6176","32","2",".215"
"6177","46","4",".845"
"6178","71","7","2.59"
"6179","26","2",".124"
"6180","42","4",".525"
"6181","44","4",".62"
"6182","44","5",".605"
"6183","33","3",".265"
"6184","57","5","1.29"
"6185","26","2",".109"
"6186","34",NA,".27"
"6187","86",NA,"4.415"
"6188","50","5",".88"
"6189","21","2",".053"
"6190","24","2",".095"
"6191","30","2",".17"
"6192","61","6","1.655"
"6193","25","1",".087"
"6194","53","5","1.255"
"6195","33",NA,".226"
"6196","43",NA,".57"
"6197","50","5",".895"
"6198","28",NA,".121"
"6199","39",NA,".353"
"6200","52","5","1.08"
"6201","34",NA,".285"
"6202","53","5","1.18"
"6203","42","4",".545"
"6204","24","2",".092"
"6205","33","3",".229"
"6206","69",NA,"2.705"
"6207","64","6","1.89"
"6208","28",NA,".165"
"6209","45","4",".675"
"6210","34","3",".25"
"6211","30",NA,".176"
"6212","59","5","1.625"
"6213","39","3",".42"
"6214","62",NA,"1.7"
"6215","32","3",".245"
"6216","28","2",".167"
"6217","65","6","2.045"
"6218","34","3",".23"
"6219","26","1",".102"
"6220","34",NA,".25"
"6221","72","7","2.845"
"6222","59","5","1.795"
"6223","45",NA,".655"
"6224","33","2",".262"
"6225","35",NA,".26"
"6226","52","5",".97"
"6227","36","3",".33"
"6228","66",NA,"2.315"
"6229","30",NA,".173"
"6230","32","2",".217"
"6231","42","4",".48"
"6232","80","8","4.655"
"6233","35",NA,".33"
"6234","26",NA,".13"
"6235","28","1",".148"
"6236","61","5","1.88"
"6237","41",NA,".44"
"6238","49","4",".835"
"6239","35","2",".26"
"6240","34",NA,".265"
"6241","45","4",".665"
"6242","34","2",".25"
"6243","52","4","1.05"
"6244","39","4",".44"
"6245","31","3",".2"
"6246","46","4",".765"
"6247","47","4",".79"
"6248","76","7","3.59"
"6249","55","4","1.13"
"6250","64","6","2.145"
"6251","65","6","2.315"
"6252","37",NA,".35"
"6253","45",NA,".725"
"6254","25",NA,".1"
"6255","59","5","1.49"
"6256","77","7","3.77"
"6257","47",NA,".665"
"6258","29","3",".129"
"6259","61","6","1.69"
"6260","32","2",".214"
"6261","29","2",".155"
"6262","57",NA,"1.41"
"6263","34",NA,".28"
"6264","30","3",".185"
"6265","37","2",".335"
"6266","58",NA,"1.49"
"6267","34",NA,".244"
"6268","34","3",".245"
"6269","25",NA,".105"
"6270","57","5","1.345"
"6271","30","2",".197"
"6272","57","4","1.55"
"6273","55","5","1.445"
"6274","31",NA,".176"
"6275","39",NA,".42"
"6276","35","3",".335"
"6277","40",NA,".465"
"6278","36",NA,".295"
"6279","30","2",".188"
"6280","34",NA,".221"
"6281","42","3",".53"
"6282","37",NA,".35"
"6283","25","1",".085"
"6284","20","1",".042"
"6285","41","4",".595"
"6286","32","2",".19"
"6287","36","2",".29"
"6288","60","5","1.605"
"6289","37",NA,".34"
"6290","33","2",".229"
"6291","67","7","2.355"
"6292","60","6","1.74"
"6293","39","4",".435"
"6294","40",NA,".475"
"6295","38","4",".38"
"6296","60","6","1.85"
"6297","49",NA,".71"
"6298","33","2",".24"
"6299","30","2",".18"
"6300","35",NA,".302"
"6301","34","2",".265"
"6302","30","2",".168"
"6303","36","2",".284"
"6304","38","2",".381"
"6305","32","2",".21"
"6306","28","2",".132"
"6307","41","4",".46"
"6308","34","2",".235"
"6309","41","4",".435"
"6310","32","3",".195"
"6311","50",NA,".835"
"6312","47",NA,".735"
"6313","48","4",".775"
"6314","64","6","1.905"
"6315","44","3",".575"
"6316","33","2",".245"
"6317","28",NA,".133"
"6318","54","5","1.185"
"6319","29","2",".143"
"6320","54","5","1.11"
"6321","31",NA,".229"
"6322","33","2",".243"
"6323","28",NA,".138"
"6324","70",NA,"2.69"
"6325","35","3",".28"
"6326","59","5","1.35"
"6327","76","7","3.55"
"6328","48","3",".825"
"6329","35",NA,".29"
"6330","37","3",".345"
"6331","32","2",".214"
"6332","64",NA,"1.845"
"6333","45",NA,".715"
"6334","56","5","1.325"
"6335","50",NA,".995"
"6336","58","5","1.5"
"6337","62","5","1.805"
"6338","78",NA,"3.76"
"6339","27","3",".109"
"6340","34","2",".278"
"6341","31","2",".23"
"6342","57","5","1.39"
"6343","36","3",".285"
"6344","31",NA,".185"
"6345","32","3",".2"
"6346","37",NA,".362"
"6347","28","2",".142"
"6348","31","3",".2"
"6349","54",NA,"1.12"
"6350","21","1",".064"
"6351","29","3",".15"
"6352","58",NA,"1.675"
"6353","36","2",".31"
"6354","36",NA,".34"
"6355","28",NA,".148"
"6356","60",NA,"2.06"
"6357","53","5",".96"
"6358","24","1",".085"
"6359","44","4",".555"
"6360","42","4",".49"
"6361","26",NA,".135"
"6362","44","4",".58"
